Category,Field,Number,Name,Field + Number, 
KCM,COGST,3302,Introduction to Phonetics and Phonology,COGST 3302, 
KCM,COGST,3330,Problems in Semantics,COGST 3330, 
KCM,COGST,3420,"Human Perception: Application to Computer Graphics, Art, and Visual Display",COGST 3420, 
KCM,COGST,4150,"Culture, Cognition, Humanities",COGST 4150, 
KCM,COGST,4270,Evolution of Language,COGST 4270, 
KCM,COGST,4331,"Event Cognition: How Minds, Brains and Bodies Experience Events",COGST 4331, 
KCM,COGST,4425,Pragmatics,COGST 4425, 
KCM,COGST,4625,Topics in Philosophy of Mind,COGST 4625, 
KCM,COML,3781,Freud and the Invention of Psychoanalysis,COML 3781, 
KCM,COML,4229,"Culture, Cognition, Humanities",COML 4229, 
KCM,COMM,3110,Educational Psychology,COMM 3110, 
KCM,COMM,4242,The Design and Governance of Digital Experiments,COMM 4242, 
KCM,COMM,4300,"Ethics in New Media, Technology, and Communication",COMM 4300, 
KCM,COMM,4350,Communicating Leadership and Ethics,COMM 4350, 
KCM,COMM,4800,Behavioral Science Interventions,COMM 4800, 
KCM,COMM,5300,"Ethics in New Media, Technology, and Communication",COMM 5300, 
KCM,COMM,6710,"Revolutions of the Mind: Media, Technology and Epistemological Change",COMM 6710, 
KCM,CS,1340,Choices and Consequences in Computing,CS 1340, 
KCM,CS,1710,Introduction to Cognitive Science,CS 1710, 
KCM,DEA,2422,Making Green: Sustainable Product Design Studio,DEA 2422, 
KCM,DEA,3308,Positive Design Studio,DEA 3308, 
KCM,DEA,3770,"Enabling Design: The Intersection of Age, Ability, and Design",DEA 3770, 
KCM,DEA,4225,Cuba Vista,DEA 4225, 
KCM,DEA,6210,Architectural Robotics,DEA 6210, 
KCM,DSOC,1101,Introduction to Sociology,DSOC 1101, 
KCM,DSOC,2210,Designing and Facilitating Learning for Development,DSOC 2210, 
KCM,DSOC,3010,Theories of Society and Development,DSOC 3010, 
KCM,DSOC,3100,Foundations in Leadership: Skills for Professional Success and Life,DSOC 3100, 
KCM,DSOC,3140,"Spatial Thinking, GIS, and Related Methods",DSOC 3140, 
KCM,DSOC,3400,"Agriculture, Food, Sustainability and Social Justice",DSOC 3400, 
KCM,DSOC,4700,Senior Capstone Course,DSOC 4700, 
KCM,DSOC,5223,"Lifelong Learning, Just Sustainability and Learning Ecosystems",DSOC 5223, 
KCM,DSOC,5400,"Agriculture, Food, Sustainability and Social Justice",DSOC 5400, 
KCM,DSOC,7001,Historical Sociology of Modernity,DSOC 7001, 
KCM,EDUC,2200,Introduction to Adult Learning,EDUC 2200, 
KCM,EDUC,2210,Designing and Facilitating Learning for Development,EDUC 2210, 
KCM,EDUC,3110,Educational Psychology,EDUC 3110, 
KCM,EDUC,4050,Perspectives in Collegiate Teaching and Learning,EDUC 4050, 
KCM,EDUC,5223,"Lifelong Learning, Just Sustainability and Learning Ecosystems",EDUC 5223, 
KCM,ENGL,4020,Literature as Moral Inquiry,ENGL 4020, 
KCM,FGSS,3651,Freud and the Invention of Psychoanalysis,FGSS 3651, 
KCM,FGSS,4491,Feminism and Philosophy,FGSS 4491, 
KCM,FREN,3560,Freud and the Invention of Psychoanalysis,FREN 3560, 
KCM,FREN,4070,Madness Narratives and Pop Culture in 21st Century,FREN 4070, 
KCM,FREN,4540,Montaigne and the Philosophy of Catastrophe,FREN 4540, 
KCM,GDEV,3100,Foundations in Leadership: Skills for Professional Success and Life,GDEV 3100, 
KCM,GDEV,3140,"Spatial Thinking, GIS, and Related Methods",GDEV 3140, 
KCM,GDEV,3400,"Agriculture, Food, Sustainability and Social Justice",GDEV 3400, 
KCM,GDEV,5400,"Agriculture, Food, Sustainability and Social Justice",GDEV 5400, 
KCM,GERST,3561,Freud and the Invention of Psychoanalysis,GERST 3561, 
KCM,GERST,3580,Nineteenth Century Philosophy,GERST 3580, 
KCM,GERST,3590,Kant,GERST 3590, 
KCM,GOVT,2432,Moral Dilemmas in the Law,GOVT 2432, 
KCM,GOVT,2605,Social and Political Philosophy,GOVT 2605, 
KCM,GOVT,3052,Introduction to the Structure and System of American Law,GOVT 3052, 
KCM,GOVT,3121,Crime and Punishment,GOVT 3121, 
KCM,GOVT,3294,Post-Truth Politics,GOVT 3294, 
KCM,GOVT,3625,Modern Political Philosophy,GOVT 3625, 
KCM,GOVT,3626,Introduction to Early History of Political Philosophy,GOVT 3626, 
KCM,GOVT,3686,What Makes Us Human? An Existential Journey Amidst Crises,GOVT 3686, 
KCM,GOVT,3735,Political Freedom,GOVT 3735, 
KCM,GOVT,3736,Ancient Political Thought,GOVT 3736, 
KCM,GOVT,3785,Civil Disobedience,GOVT 3785, 
KCM,GOVT,4021,American Conservative Thought,GOVT 4021, 
KCM,GOVT,4655,Topics in Social and Political Philosophy,GOVT 4655, 
KCM,GREEK,4411,Greek Comparative Grammar,GREEK 4411, 
KCM,GREEK,4455,Greek Dialects,GREEK 4455, 
KCM,HD,1120,"People in Perspective: Brain, Mind, and Society",HD 1120, 
KCM,HD,2180,Human Development: Adulthood and Aging,HD 2180, 
KCM,HD,2200,The Human Brain and Mind: An Introduction to Cognitive Neuroscience,HD 2200, 
KCM,HD,3110,Educational Psychology,HD 3110, 
KCM,HD,3190,Memory and the Law,HD 3190, 
KCM,HD,3210,Developmental Cognitive Neuroscience,HD 3210, 
KCM,HD,3250,Neurochemistry of Human Behavior,HD 3250, 
KCM,HD,3450,The Nature of Leadership,HD 3450, 
KCM,HD,3460,Serious Fun! The Role of Play Throughout Development,HD 3460, 
KCM,HD,3660,Affective and Social Neuroscience,HD 3660, 
KCM,HD,4290,Psychology and the Law: Experimental and Correlational Research,HD 4290, 
KCM,HD,4340,Current Topics in Cognitive Development,HD 4340, 
KCM,HD,4380,Language and Thought,HD 4380, 
KCM,HD,4390,Positive Psychology in Prison,HD 4390, 
KCM,HD,4420,"Intimate Relationships: Liking, Loving, and Interpersonal Attraction",HD 4420, 
KCM,HD,4440,The Nature of Human Intelligence,HD 4440, 
KCM,HD,4540,Creativity and Its Development,HD 4540, 
KCM,HD,4620,Research Seminar: Brain Activity and Cognition Lab,HD 4620, 
KCM,HD,4765,How to Think Like a Scientist,HD 4765, 
KCM,HD,6190,Memory and the Law,HD 6190, 
KCM,HD,6410,Psychology and Culture of Human-Environment Relationships,HD 6410, 
KCM,HD,6540,Creativity and Its Development,HD 6540, 
KCM,HD,6625,"Moral Learning: Computation, Rationality, and Development",HD 6625, 
KCM,HD,6765,How to Think Like a Scientist,HD 6765, 
KCM,HE,4901,Practicing Health Equity: Theory and Fieldwork in Brooklyn,HE 4901, 
KCM,INFO,1260,Choices and Consequences in Computing,INFO 1260, 
KCM,INFO,2750,Robot Ethics,INFO 2750, 
KCM,INFO,3140,Computational Psychology,INFO 3140, 
KCM,INFO,4310,Interactive Information Visualization,INFO 4310, 
KCM,INFO,4800,Behavioral Science Interventions,INFO 4800, 
KCM,JWST,3535,Moses to Modernity,JWST 3535, 
KCM,KOREA,4430,Korean Linguistics,KOREA 4430, 
KCM,LATIN,4452,Latin Comparative Grammar,LATIN 4452, 
KCM,LEAD,3100,Foundations in Leadership: Skills for Professional Success and Life,LEAD 3100, 
KCM,LEAD,5223,"Lifelong Learning, Just Sustainability and Learning Ecosystems",LEAD 5223, 
KCM,LING,1101,Introduction to Linguistics,LING 1101, 
KCM,LING,1170,Introduction to Cognitive Science,LING 1170, 
KCM,LING,2215,Psychology of Language,LING 2215, 
KCM,LING,2264,"Language, Mind, and Brain",LING 2264, 
KCM,LING,3302,Introduction to Phonetics and Phonology,LING 3302, 
KCM,LING,3303,Introduction to Syntax and Semantics,LING 3303, 
KCM,LING,3324,Cayuga Language and Culture,LING 3324, 
KCM,LING,3325,Cayuga Language and Culture II,LING 3325, 
KCM,LING,3332,Philosophy of Language,LING 3332, 
KCM,LING,3333,Problems in Semantics,LING 3333, 
KCM,LING,3344,"Superlinguistics: Comics, Signs and Other Sequential Images",LING 3344, 
KCM,LING,4400,Language Typology,LING 4400, 
KCM,LING,4401,Phonology I,LING 4401, 
KCM,LING,4403,Syntax I,LING 4403, 
KCM,LING,4419,Phonetics I,LING 4419, 
KCM,LING,4421,Semantics I,LING 4421, 
KCM,LING,4423,Morphology,LING 4423, 
KCM,LING,4425,Pragmatics,LING 4425, 
KCM,LING,4430,Korean Linguistics,LING 4430, 
KCM,LING,4451,Greek Comparative Grammar,LING 4451, 
KCM,LING,4452,Latin Comparative Grammar,LING 4452, 
KCM,LING,4455,Greek Dialects,LING 4455, 
KCM,LING,4477,Experimental Methods in Language Sciences,LING 4477, 
KCM,MEDVL,3210,Medieval Philosophy,MEDVL 3210, 
KCM,MUSIC,4181,Psychology of Music,MUSIC 4181, 
KCM,NS,6455,Toward a Sustainable Global Food System: Food Policy for Developing Countries,NS 6455, 
KCM,NTRES,3320,Introduction to Ethics and Environment,NTRES 3320, 
KCM,NTRES,3330,Ways of Knowing: Indigenous and Place-Based Ecological Knowledge,NTRES 3330, 
KCM,NTRES,4330,Applied Environmental Philosophy,NTRES 4330, 
KCM,NTRES,6330,Ways of Knowing: Indigenous and Place-Based Ecological Knowledge,NTRES 6330, 
KCM,PADM,1449,Systems Thinking and Mapping for Public Policy,PADM 1449, 
KCM,PADM,1472,Information Technology for Public Service,PADM 1472, 
KCM,PADM,5009,Career Management for Public Affairs,PADM 5009, 
KCM,PADM,5011,Perspectives on Public Affairs,PADM 5011, 
KCM,PADM,5019,"Data-Driven Organizations, Policy, and Decision-Making",PADM 5019, 
KCM,PADM,5113,Public Administration: A Strategic Planning Perspective,PADM 5113, 
KCM,PADM,5114,Systems Leadership,PADM 5114, 
KCM,PADM,5133,Law and Public Agency Decisions,PADM 5133, 
KCM,PADM,5313,Managerial Statistics for Public Affairs,PADM 5313, 
KCM,PADM,5343,Program Evaluation,PADM 5343, 
KCM,PADM,5383,Translational Research for Executives,PADM 5383, 
KCM,PADM,5413,Strategic Nonprofit Management,PADM 5413, 
KCM,PADM,5414,Project Management,PADM 5414, 
KCM,PADM,5423,Financial Accounting for Executives,PADM 5423, 
KCM,PADM,5441,Effective Writing for Public Policy,PADM 5441, 
KCM,PADM,5442,Effective Policy Writing for Public Affairs,PADM 5442, 
KCM,PADM,5443,Systems Thinking for Executives I,PADM 5443, 
KCM,PADM,5444,Systems Thinking for Executives II,PADM 5444, 
KCM,PADM,5573,Corporate Responsibility and Public Affairs,PADM 5573, 
KCM,PADM,5634,"Corruption, Governance, and Development",PADM 5634, 
KCM,PADM,5930,Writing Professional Reports for Public Affairs,PADM 5930, 
KCM,PADM,5951,"Systems Thinking, Mapping, and Leadership Practicum II",PADM 5951, 
KCM,PAM,3410,Economics of Consumer Protection and the Law,PAM 3410, 
KCM,PAM,4160,The Ethnography of Poverty and Inequality,PAM 4160, 
KCM,PHIL,1100,Introduction to Philosophy,PHIL 1100, 
KCM,PHIL,1410,Introduction to Early History of Political Philosophy,PHIL 1410, 
KCM,PHIL,1440,Ethics of Eating,PHIL 1440, 
KCM,PHIL,1450,Contemporary Moral Issues,PHIL 1450, 
KCM,PHIL,1620,Introduction to Cognitive Science,PHIL 1620, 
KCM,PHIL,1650,Philosophy of Race,PHIL 1650, 
KCM,PHIL,1960,"Law, Society, and Morality",PHIL 1960, 
KCM,PHIL,2200,Greek and Roman Philosophy,PHIL 2200, 
KCM,PHIL,2220,Modern Philosophy,PHIL 2220, 
KCM,PHIL,2240,Nineteenth and Twentieth Century European Thought,PHIL 2240, 
KCM,PHIL,2300,Puzzles and Paradoxes,PHIL 2300, 
KCM,PHIL,2410,Ethics,PHIL 2410, 
KCM,PHIL,2415,Introduction to Moral Psychology,PHIL 2415, 
KCM,PHIL,2420,Social and Political Philosophy,PHIL 2420, 
KCM,PHIL,2430,Moral Dilemmas in the Law,PHIL 2430, 
KCM,PHIL,2455,Introduction to Bioethics,PHIL 2455, 
KCM,PHIL,2465,Philosophy of Applied Jurisprudence,PHIL 2465, 
KCM,PHIL,2530,Religion and Reason,PHIL 2530, 
KCM,PHIL,2540,Introduction to Indian Philosophy,PHIL 2540, 
KCM,PHIL,2610,Knowledge and Reality,PHIL 2610, 
KCM,PHIL,2611,Knowledge and Belief,PHIL 2611, 
KCM,PHIL,2620,Philosophy of Mind,PHIL 2620, 
KCM,PHIL,2621,Minds and Machines,PHIL 2621, 
KCM,PHIL,2640,Introduction to Metaphysics,PHIL 2640, 
KCM,PHIL,2810,Introduction to the Philosophy of Science,PHIL 2810, 
KCM,PHIL,2945,Civil Disobedience,PHIL 2945, 
KCM,PHIL,2960,Ethics and the Environment,PHIL 2960, 
KCM,PHIL,3180,Origins of 20th Century Philosophy,PHIL 3180, 
KCM,PHIL,3202,Plato,PHIL 3202, 
KCM,PHIL,3203,Aristotle,PHIL 3203, 
KCM,PHIL,3204,Hellenistic Philosophy,PHIL 3204, 
KCM,PHIL,3210,Medieval Philosophy,PHIL 3210, 
KCM,PHIL,3221,Modern Empiricism,PHIL 3221, 
KCM,PHIL,3222,Early Modern Philosophy,PHIL 3222, 
KCM,PHIL,3230,Kant,PHIL 3230, 
KCM,PHIL,3231,Kant's Ethics,PHIL 3231, 
KCM,PHIL,3250,Nineteenth Century Philosophy,PHIL 3250, 
KCM,PHIL,3403,Aristotle's Ethical Theory,PHIL 3403, 
KCM,PHIL,3410,Ethical Theory,PHIL 3410, 
KCM,PHIL,3441,History of Ethics: Modern,PHIL 3441, 
KCM,PHIL,3460,Modern Political Philosophy,PHIL 3460, 
KCM,PHIL,3475,Philosophy of Punishment,PHIL 3475, 
KCM,PHIL,3480,Philosophy of Law,PHIL 3480, 
KCM,PHIL,3535,Moses to Modernity,PHIL 3535, 
KCM,PHIL,3610,Epistemology,PHIL 3610, 
KCM,PHIL,3621,Philosophy of Mind,PHIL 3621, 
KCM,PHIL,3640,Metaphysics,PHIL 3640, 
KCM,PHIL,3700,Problems in Semantics,PHIL 3700, 
KCM,PHIL,3710,Philosophy of Language,PHIL 3710, 
KCM,PHIL,3810,Philosophy of Science,PHIL 3810, 
KCM,PHIL,3972,Animal Rights,PHIL 3972, 
KCM,PHIL,4200,Topics in Ancient Philosophy,PHIL 4200, 
KCM,PHIL,4220,Topics in Modern Philosophy,PHIL 4220, 
KCM,PHIL,4261,Topics in 20th C. Philosophy,PHIL 4261, 
KCM,PHIL,4410,Topics in Ethics and Value Theory,PHIL 4410, 
KCM,PHIL,4470,Topics in Social and Political Philosophy,PHIL 4470, 
KCM,PHIL,4490,Feminism and Philosophy,PHIL 4490, 
KCM,PHIL,4610,Topics in Epistemology,PHIL 4610, 
KCM,PHIL,4611,Topics in Action Theory,PHIL 4611, 
KCM,PHIL,4620,Topics in Philosophy of Mind,PHIL 4620, 
KCM,PHIL,4640,Topics in Metaphysics,PHIL 4640, 
KCM,PHIL,4720,Pragmatics,PHIL 4720, 
KCM,PHIL,4730,Semantics I,PHIL 4730, 
KCM,PHIL,4941,Locke and the Philosophies of Dispossession: Indigenous America's Interruptions and Resistances,PHIL 4941, 
KCM,PSYCH,1102,Introduction to Cognitive Science,PSYCH 1102, 
KCM,PSYCH,2090,Developmental Psychology,PSYCH 2090, 
KCM,PSYCH,2150,Psychology of Language,PSYCH 2150, 
KCM,PSYCH,2415,Introduction to Moral Psychology,PSYCH 2415, 
KCM,PSYCH,2940,"Better Decisions for Life, Love and Money",PSYCH 2940, 
KCM,PSYCH,3140,Computational Psychology,PSYCH 3140, 
KCM,PSYCH,3160,Auditory Perception: The Music Lab,PSYCH 3160, 
KCM,PSYCH,3420,"Human Perception: Application to Computer Graphics, Art, and Visual Display",PSYCH 3420, 
KCM,PSYCH,3820,Prejudice and Stereotyping,PSYCH 3820, 
KCM,PSYCH,3910,The Relational Mind,PSYCH 3910, 
KCM,PSYCH,4150,"Culture, Cognition, Humanities",PSYCH 4150, 
KCM,PSYCH,4180,Psychology of Music,PSYCH 4180, 
KCM,PSYCH,4270,Evolution of Language,PSYCH 4270, 
KCM,PSYCH,4331,"Event Cognition: How Minds, Brains and Bodies Experience Events",PSYCH 4331, 
KCM,PSYCH,4420,Psych and Ethics of Tech 21st Century,PSYCH 4420, 
KCM,PSYCH,4830,Social Neuroscience,PSYCH 4830, 
KCM,RELST,2257,"Vanishing World: Religious Reflections on the Climate Crisis, Mass Extinction and Ecosystem Collapse",RELST 2257, 
KCM,RELST,2273,Religion and Ecological Sustainability,RELST 2273, 
KCM,RELST,2630,Religion and Reason,RELST 2630, 
KCM,RELST,3150,Medieval Philosophy,RELST 3150, 
KCM,RELST,3344,Introduction to Indian Philosophy,RELST 3344, 
KCM,RELST,3416,"Zen Buddhism: Ecology, Sustainability and Daily Life",RELST 3416, 
KCM,RELST,3535,Moses to Modernity,RELST 3535, 
KCM,RELST,4449,"History, Theory, and Methods in the Academic Study of Religion",RELST 4449, 
KCM,ROMS,3560,Freud and the Invention of Psychoanalysis,ROMS 3560, 
KCM,SHUM,2455,Introduction to Bioethics,SHUM 2455, 
KCM,SHUM,3475,Philosophy of Punishment,SHUM 3475, 
KCM,SOC,4430,Topics in Social and Political Philosophy,SOC 4430, 
KCM,STS,2051,Ethical Issues in Health and Medicine,STS 2051, 
KCM,STS,2061,Ethics and the Environment,STS 2061, 
KCM,STS,2451,Introduction to Bioethics,STS 2451, 
KCM,STS,2751,Robot Ethics,STS 2751, 
KCM,STS,2831,Introduction to the Philosophy of Science,STS 2831, 
KCM,STS,3601,Ethical Issues in Engineering Practice,STS 3601, 
KCM,STS,3651,Freud and the Invention of Psychoanalysis,STS 3651, 
KCM,STS,3811,Philosophy of Science,STS 3811, 
KCM,STS,4101,The Entangled Lives of Humans and Animals,STS 4101, 
KCM,VISST,3342,"Human Perception: Application to Computer Graphics, Art, and Visual Display",VISST 3342, 
LA,AAS,2620,Introduction to Asian American Literature,AAS 2620, 
LA,AAS,3020,Asian Americans and Popular Culture,AAS 3020, 
LA,AAS,3378,Korean American Literature,AAS 3378, 
LA,AAS,3580,Twentieth Century Women Writers of Color in the Americas,AAS 3580, 
LA,AAS,4020,U.S. Cultures of War and Empire,AAS 4020, 
LA,AAS,4040,Fictions of Dictatorship,AAS 4040, 
LA,AAS,4555,Race and Time,AAS 4555, 
LA,AIIS,2600,Introduction to Native American Literature,AIIS 2600, 
LA,AIIS,2850,Indigenous Representation in Still and Motion Photography,AIIS 2850, 
LA,AIIS,3560,Thinking from a Different Place: Indigenous Philosophies,AIIS 3560, 
LA,AIIS,4625,Contemporary Native American Fiction,AIIS 4625, 
LA,AKKAD,1411,Elementary Akkadian II: Historical and Literary Texts,AKKAD 1411, 
LA,AMST,1312,History of Rock Music,AMST 1312, 
LA,AMST,1313,A Survey of Jazz,AMST 1313, 
LA,AMST,2000,Introduction to Visual Studies,AMST 2000, 
LA,AMST,2060,The Great American Cornell Novel,AMST 2060, 
LA,AMST,2160,Television,AMST 2160, 
LA,AMST,2401,Introduction to Latinx Literature,AMST 2401, 
LA,AMST,2405,The Italian-American Experience,AMST 2405, 
LA,AMST,2600,Introduction to Native American Literature,AMST 2600, 
LA,AMST,2620,Introduction to Asian American Literature,AMST 2620, 
LA,AMST,2675,Cultures of the Cold War,AMST 2675, 
LA,AMST,2735,Children's Literature,AMST 2735, 
LA,AMST,2760,American Cinema,AMST 2760, 
LA,AMST,2790,Jewish Films and Filmmakers: Hollywood and Beyond,AMST 2790, 
LA,AMST,2870,Freedom Writes: Literature of Global Justice Struggles,AMST 2870, 
LA,AMST,2983,American Shakespeare,AMST 2983, 
LA,AMST,3025,Asian Americans and Popular Culture,AMST 3025, 
LA,AMST,3355,Beyonc� Nation: The Remix,AMST 3355, 
LA,AMST,3360,American Drama and Theatre,AMST 3360, 
LA,AMST,3370,Contemporary American Theatre on Stage and Screen,AMST 3370, 
LA,AMST,3461,Introduction to African American Cinema,AMST 3461, 
LA,AMST,3506,Slavery and Visual Culture,AMST 3506, 
LA,AMST,3515,Blaxploitation Film and Photography,AMST 3515, 
LA,AMST,3525,Howls and Love Songs: Twentieth Century American Poetry,AMST 3525, 
LA,AMST,3533,Screen and Story: Script Analysis,AMST 3533, 
LA,AMST,3562,Thinking from a Different Place: Indigenous Philosophies,AMST 3562, 
LA,AMST,3580,Twentieth Century Women Writers of Color in the Americas,AMST 3580, 
LA,AMST,3616,"Podcast, Radio, Gramophone: Literary Technologies of Sound",AMST 3616, 
LA,AMST,3625,Frederick Douglass and Frances E.W. Harper,AMST 3625, 
LA,AMST,3650,Envisioning America: Nineteenth-Century US Poetry and Prose,AMST 3650, 
LA,AMST,3655,Politics and Literature,AMST 3655, 
LA,AMST,3661,Reading the Nineteenth-Century American Novel,AMST 3661, 
LA,AMST,3670,Modern American Fiction,AMST 3670, 
LA,AMST,3675,The Environmental Imagination in American Literature,AMST 3675, 
LA,AMST,3680,"The Art of Telling: Chicanx, Latinx, and AfroLatinx Testimonios",AMST 3680, 
LA,AMST,3717,Sitcom Jews: Ethnic Representation on Television and on Stage,AMST 3717, 
LA,AMST,3720,"Food, Gender, and Culture",AMST 3720, 
LA,AMST,3754,"Spoken Word, Hip-Hop Theater, and the Politics of Performance",AMST 3754, 
LA,AMST,3820,Poetry and Poetics of the Americas,AMST 3820, 
LA,AMST,4022,U.S. Cultures of War and Empire,AMST 4022, 
LA,AMST,4030,Poetry in Process,AMST 4030, 
LA,AMST,4519,Toni Morrison's Novels,AMST 4519, 
LA,AMST,4521,"Gender, Memory, and History in Twentieth Century Fiction",AMST 4521, 
LA,AMST,4525,Twentieth-Century Women Writers and Artists,AMST 4525, 
LA,AMST,4556,Decolonial Poetics and Aesthetics: Arts of Resistance in the Americas,AMST 4556, 
LA,AMST,4565,"Traffic: Drugs, Bodies, Books",AMST 4565, 
